上市公司简称,股票代码,年份,AI提及次数,AI战略态度,AI整体水平,AI岗位数,AI专利数,一致性判定
立讯精密,002475,2024.0,0,,无,56,221,行动先行
立达信,605365,2024.0,7,重点方向,中,79,11,言行一致
立霸股份,603519,2024.0,0,未提及,无,0,37,行动先行
立高食品,300973,2024.0,1,初步探索,低,2,28,言行一致
竞业达,003005,2024.0,0,,,52,40,行动先行
章源钨业,002378,2024.0,2,初步探索,低,0,336,言行一致
第一创业,002797,2024.0,0,,,33,2,行动先行
第一医药,600833,2024.0,0,,,0,0,未涉及AI
筑博设计,300564,2024.0,0,,,0,15,行动先行
箭牌家居,001322,2024.0,0,,,24,709,行动先行
米奥会展,300795,2024.0,14,重点方向,中,30,2,言行一致
粤万年青,301111,2024.0,0,,,0,23,行动先行
粤传媒,002181,2024.0,0,,,13,0,行动先行
粤宏远,000573,2024.0,0,,无,0,0,未涉及AI
粤海饲料,001313,2024.0,0,,无,1,33,行动先行
粤电力,000539,2024.0,0,,无,0,0,未涉及AI
粤高速,000429,2024.0,0,,,0,3,行动先行
精华制药,002349,2024.0,0,,无,2,49,行动先行
精工科技,002006,2024.0,2,初步探索,低,2,126,言行一致
精工钢构,600496,2024.0,0,,,0,0,未涉及AI
精智达,688627,2024.0,0,,,22,200,行动先行
精测电子,300567,2024.0,6,初步探索,中,138,46,言行一致
精研科技,300709,2024.0,0,,,29,168,行动先行
精艺股份,002295,2024.0,0,,,0,10,行动先行
精达股份,600577,2024.0,0,,,2,46,行动先行
精进电动,688280,2024.0,0,,,1,188,行动先行
精锻科技,300258,2024.0,1,未提及,低,0,218,言行一致
索宝蛋白,603231,2024.0,0,初步探索,无,0,10,行动先行
索菱股份,002766,2024.0,6,重点方向,中,11,48,言行一致
索菲亚,002572,2024.0,1,核心战略,低,79,79,言行一致
索辰科技,688507,2024.0,25,核心战略,高,54,80,言行一致
索通发展,603612,2024.0,0,,,2,80,行动先行
紫光国微,002049,2024.0,0,,,0,15,行动先行
紫光股份,000938,2024.0,72,核心战略,高,0,0,表态超前
紫建电子,301121,2024.0,0,,,3,36,行动先行
紫江企业,600210,2024.0,0,初步探索,低,0,0,未涉及AI
红四方,603395,2024.0,0,未提及,无,1,0,行动先行
红墙股份,002809,2024.0,0,,无,0,62,行动先行
红太阳,000525,2024.0,2,初步探索,中,0,286,言行一致
红宝丽,002165,2024.0,0,,无,0,120,行动先行
红旗连锁,002697,2024.0,0,,,0,0,未涉及AI
红日药业,300026,2024.0,2,初步探索,低,11,150,言行一致
红星发展,600367,2024.0,0,初步探索,无,0,78,行动先行
红棉股份,000523,2024.0,1,初步探索,低,0,27,言行一致
红相股份,300427,2024.0,1,初步探索,低,4,65,言行一致
红蜻蜓,603116,2024.0,0,,,13,68,行动先行
红豆股份,600400,2024.0,2,重点方向,中,1,146,言行一致
纬德信息,688171,2024.0,0,,,3,0,行动先行
纬达光电,920001,2024.0,0,,,0,40,行动先行
纳尔股份,002825,2024.0,2,未提及,低,0,72,言行一致
纳微科技,688690,2024.0,1,初步探索,低,0,60,言行一致
纳睿雷达,688522,2024.0,0,未提及,无,20,87,行动先行
纳科诺尔,920522,2024.0,3,初步探索,低,0,30,言行一致
纳芯微,688052,2024.0,5,未提及,低,2,217,言行一致
纵横股份,688070,2024.0,0,,,35,62,行动先行
纵横通信,603602,2024.0,7,重点方向,高,1,22,言行一致
纽威数控,688697,2024.0,0,未提及,无,0,0,未涉及AI
纽威股份,603699,2024.0,1,未提及,低,1,0,言行一致
纽泰格,301229,2024.0,2,重点方向,中,4,23,言行一致
线上线下,300959,2024.0,0,,,0,0,未涉及AI
经纬恒润,688326,2024.0,0,,,38,1632,行动先行
经纬股份,301390,2024.0,0,,,5,28,行动先行
经纬辉开,300120,2024.0,0,未提及,无,0,18,行动先行
统一股份,600506,2024.0,2,初步探索,低,0,1,言行一致
统联精密,688210,2024.0,0,,,2,26,行动先行
继峰股份,603997,2024.0,0,重点方向,中,2,125,行动先行
维业股份,300621,2024.0,0,,,0,36,行动先行
维信诺,002387,2024.0,0,未提及,无,28,673,行动先行
维力医疗,603309,2024.0,0,,无,0,43,行动先行
维宏股份,300508,2024.0,0,未提及,无,5,296,行动先行
维尔利,300190,2024.0,0,,无,15,90,行动先行
维峰电子,301328,2024.0,2,重点方向,中,0,0,表态超前
维康药业,300878,2024.0,0,,无,0,53,行动先行
维海德,301318,2024.0,16,重点方向,中,17,65,言行一致
维科技术,600152,2024.0,0,,,2,10,行动先行
维科精密,301499,2024.0,0,,,1,26,行动先行
维维股份,600300,2024.0,0,,无,0,15,行动先行
维远股份,600955,2024.0,1,初步探索,低,0,36,言行一致
综艺股份,600770,2024.0,9,初步探索,低,0,0,表态超前
绿亨科技,920866,2024.0,0,,无,0,0,未涉及AI
绿发电力,000537,2024.0,1,初步探索,低,0,2,言行一致
绿地控股,600606,2024.0,1,初步探索,低,0,0,表态超前
绿岛风,301043,2024.0,0,未提及,无,1,62,行动先行
绿康生化,002868,2024.0,0,未提及,无,0,32,行动先行
绿田机械,605259,2024.0,0,,,0,27,行动先行
绿的谐波,688017,2024.0,0,,,2,41,行动先行
绿盟科技,300369,2024.0,20,核心战略,高,537,715,言行一致
绿联科技,301606,2024.0,4,通过AI智能耳机项目及全业务流程智能化升级，深度集成AI技术优化运营,中,47,0,言行一致
绿能慧充,600212,2024.0,2,初步探索,低,0,0,表态超前
绿茵生态,002887,2024.0,0,,,0,0,未涉及AI
绿通科技,301322,2024.0,1,初步探索,低,3,8,言行一致
网宿科技,300017,2024.0,13,初步探索,低,518,1260,言行一致
罗博特科,300757,2024.0,3,重点方向,中,2,76,言行一致
罗平锌电,002114,2024.0,3,未提及,低,0,23,言行一致
罗普斯金,002333,2024.0,0,未提及,无,2,66,行动先行
罗普特,688619,2024.0,0,,,31,0,行动先行
罗曼股份,605289,2024.0,3,初步探索,低,0,5,言行一致
罗欣药业,002793,2024.0,0,,无,1,260,行动先行
罗牛山,000735,2024.0,0,,无,5,0,行动先行
罗莱生活,002293,2024.0,0,,,7,320,行动先行
美之高,920765,2024.0,0,,,10,2,行动先行
美亚光电,002690,2024.0,0,,,13,335,行动先行
美信科技,301577,2024.0,0,,,0,25,行动先行
美农生物,301156,2024.0,0,未提及,无,0,55,行动先行
美凯龙,601828,2024.0,0,,,126,7,行动先行
美利云,000815,2024.0,10,重点方向,中,5,2,言行一致
美利信,301307,2024.0,0,,,0,26,行动先行
美力科技,300611,2024.0,0,,无,0,39,行动先行
美埃科技,688376,2024.0,0,,,0,0,未涉及AI
美好医疗,301363,2024.0,0,,,0,150,行动先行
美年健康,002044,2024.0,0,,,17,0,行动先行
美康生物,300439,2024.0,3,重点方向,中,5,139,言行一致
美心翼申,920833,2024.0,0,,无,0,18,行动先行
美新科技,301588,2024.0,0,未提及,无,0,22,行动先行
美格智能,002881,2024.0,0,,,8,5,行动先行
美湖股份,603319,2024.0,0,,,2,154,行动先行
美瑞新材,300848,2024.0,0,未提及,无,0,150,行动先行
美畅股份,300861,2024.0,0,,无,2,48,行动先行
美登科技,920227,2024.0,5,核心战略,高,5,2,言行一致
美的集团,000333,2024.0,0,,,348,22331,行动先行
美盈森,002303,2024.0,0,,,3,0,行动先行
美硕科技,301295,2024.0,0,,,0,50,行动先行
美联新材,300586,2024.0,1,重点方向,中,0,19,言行一致
美能能源,001299,2024.0,2,核心战略,中,0,1,言行一致
美腾科技,688420,2024.0,0,,,11,265,行动先行
美芯晟,688458,2024.0,23,重点方向,中,0,0,表态超前
美诺华,603538,2024.0,0,,,4,27,行动先行
美迪凯,688079,2024.0,3,未提及,低,0,60,言行一致
美迪西,688202,2024.0,0,,,6,58,行动先行
美邦服饰,002269,2024.0,0,,无,29,1,行动先行
美邦科技,920471,2024.0,0,,无,0,85,行动先行
美邦股份,605033,2024.0,0,,无,0,323,行动先行
美锦能源,000723,2024.0,0,,,0,9,行动先行
羚锐制药,600285,2024.0,1,重点方向,低,0,92,言行一致
群兴玩具,002575,2024.0,3,重点方向,中,6,2,言行一致
翔丰华,300890,2024.0,0,,,0,10,行动先行
翔宇医疗,688626,2024.0,0,,,27,678,行动先行
翔楼新材,301160,2024.0,1,重点方向,中,0,42,言行一致
翔港科技,603499,2024.0,0,,,0,26,行动先行
翔腾新材,001373,2024.0,0,,,0,176,行动先行
翔鹭钨业,002842,2024.0,0,,无,0,0,未涉及AI
翠微股份,603123,2024.0,0,,,0,0,未涉及AI
翰博高新,301321,2024.0,0,,,6,0,行动先行
翰宇药业,300199,2024.0,0,,,1,443,行动先行
翱捷科技,688220,2024.0,12,重点方向,中,13,254,言行一致
耀皮玻璃,600819,2024.0,4,初步探索,低,0,47,言行一致
老凤祥,600612,2024.0,0,重点方向,中,0,0,未涉及AI
老板电器,002508,2024.0,0,,无,56,1840,行动先行
老白干酒,600559,2024.0,0,,无,0,17,行动先行
老百姓,603883,2024.0,2,重点方向,中,53,0,言行一致
耐科装备,688419,2024.0,0,,,0,54,行动先行
联创光电,600363,2024.0,5,未提及,低,2,52,言行一致
联创电子,002036,2024.0,11,重点方向,中,0,10,言行一致
联创股份,300343,2024.0,0,,无,0,0,未涉及AI
联动科技,301369,2024.0,0,,,4,75,行动先行
联化科技,002250,2024.0,3,初步探索,低,0,91,言行一致
联发股份,002394,2024.0,0,,,0,137,行动先行
联合化学,301209,2024.0,0,未提及,无,0,14,行动先行
联合水务,603291,2024.0,0,,,0,2,行动先行
联合精密,001268,2024.0,0,,无,0,8,行动先行
联域股份,001326,2024.0,3,初步探索,中,0,39,言行一致
联建光电,300269,2024.0,0,,,23,85,行动先行
联影医疗,688271,2024.0,0,,,132,3888,行动先行
联得装备,300545,2024.0,2,初步探索,低,7,121,言行一致
联德股份,605060,2024.0,0,初步探索,低,0,26,行动先行
联检科技,301115,2024.0,0,,,13,52,行动先行
联泓新科,003022,2024.0,2,未提及,低,1,36,言行一致
联泰环保,603797,2024.0,0,未提及,无,0,5,行动先行
联测科技,688113,2024.0,0,,,0,24,行动先行
联特科技,301205,2024.0,0,,,0,83,行动先行
联环药业,600513,2024.0,4,重点方向,中,0,151,言行一致
联瑞新材,688300,2024.0,4,辅助应用,中,0,115,言行一致
联盛化学,301212,2024.0,1,未提及,无,0,40,言行一致
联科科技,001207,2024.0,0,,无,0,22,行动先行
联美控股,600167,2024.0,3,重点方向,中,0,0,表态超前
联芸科技,688449,2024.0,14,重点方向,中,0,0,表态超前
联诚精密,002921,2024.0,0,未提及,无,0,15,行动先行
联赢激光,688518,2024.0,0,,,15,0,行动先行
联迪信息,920790,2024.0,0,,,6,29,行动先行
聚光科技,300203,2024.0,0,,,52,0,行动先行
聚力文化,002247,2024.0,0,,无,0,0,未涉及AI
聚合顺,605166,2024.0,1,初步探索,低,0,4,言行一致
聚和材料,688503,2024.0,0,,,0,78,行动先行
聚星科技,920111,2024.0,1,利用AI实现生产自动化,低,1,0,言行一致
聚杰微纤,300819,2024.0,0,未提及,无,0,68,行动先行
聚灿光电,300708,2024.0,0,,,3,113,行动先行
聚石化学,688669,2024.0,0,,无,2,217,行动先行
聚胶股份,301283,2024.0,0,,,0,11,行动先行
聚赛龙,301131,2024.0,0,未提及,无,2,130,行动先行
聚辰股份,688123,2024.0,2,未提及,低,2,76,言行一致
聚飞光电,300303,2024.0,0,,,2,188,行动先行
肇民科技,301000,2024.0,1,重点方向,中,0,10,言行一致
肯特股份,301591,2024.0,0,,无,0,108,行动先行
胜业电气,920128,2024.0,0,无,无,2,0,行动先行
胜利精密,002426,2024.0,1,未提及,无,1,73,言行一致
胜利股份,000407,2024.0,0,,无,0,2,行动先行
胜宏科技,300476,2024.0,15,核心战略,中,2,0,言行一致
胜蓝股份,300843,2024.0,0,,,2,59,行动先行
胜通能源,001331,2024.0,0,未提及,无,0,0,未涉及AI
能科科技,603859,2024.0,25,核心战略,高,1,50,言行一致
能辉科技,301046,2024.0,0,,,0,43,行动先行
腾亚精工,301125,2024.0,0,,无,4,60,行动先行
腾达建设,600512,2024.0,0,,,0,0,未涉及AI
腾达科技,001379,2024.0,1,重点方向,低,0,19,言行一致
腾远钴业,301219,2024.0,0,,无,0,21,行动先行
腾龙股份,603158,2024.0,0,重点方向,低,0,33,行动先行
至纯科技,603690,2024.0,7,重点方向,中,1,169,言行一致
致尚科技,301486,2024.0,6,未提及,低,0,30,言行一致
致欧科技,301376,2024.0,0,,,16,24,行动先行
致远互联,688369,2024.0,57,核心战略,高,54,83,言行一致
致远新能,300985,2024.0,0,,,0,27,行动先行
舍得酒业,600702,2024.0,0,,无,4,48,行动先行
舒华体育,605299,2024.0,1,重点方向,低,7,92,言行一致
舒泰神,300204,2024.0,0,,无,0,63,行动先行
舜宇精工,920906,2024.0,1,重点方向,中,1,33,言行一致
舜禹股份,301519,2024.0,5,重点方向,中,20,151,言行一致
航亚科技,688510,2024.0,3,重点方向,中,0,95,言行一致
航发动力,600893,2024.0,0,初步探索,低,0,1589,行动先行
航发控制,000738,2024.0,0,未提及,无,0,0,未涉及AI
航发科技,600391,2024.0,0,,无,1,321,行动先行
航天信息,600271,2024.0,4,初步探索,低,51,2952,言行一致
航天动力,600343,2024.0,0,,,0,100,行动先行
航天南湖,688552,2024.0,0,,,2,104,行动先行
航天发展,000547,2024.0,3,重点方向,中,0,0,表态超前
航天工程,603698,2024.0,0,,,0,298,行动先行
航天彩虹,002389,2024.0,7,重点方向,中,0,24,言行一致
航天晨光,600501,2024.0,0,,,0,318,行动先行
航天智装,300455,2024.0,3,重点方向,低,7,40,言行一致
航天智造,300446,2024.0,0,,,0,51,行动先行
航天机电,600151,2024.0,1,重点方向,中,0,33,言行一致
航天环宇,688523,2024.0,0,重点方向,中,0,46,行动先行
航天电器,002025,2024.0,13,重点方向,中,6,560,言行一致
航天电子,600879,2024.0,2,未提及,低,0,47,言行一致
航天科技,000901,2024.0,2,重点方向,中,8,851,言行一致
航天软件,688562,2024.0,0,,,15,134,行动先行
航天长峰,600855,2024.0,0,,,18,252,行动先行
航宇微,300053,2024.0,0,,,14,64,行动先行
航宇科技,688239,2024.0,5,重点方向,中,0,0,表态超前
航新科技,300424,2024.0,2,重点方向,中,29,34,言行一致
航材股份,688563,2024.0,1,初步探索,低,0,254,言行一致
航民股份,600987,2024.0,1,初步探索,低,0,40,言行一致
航锦科技,000818,2024.0,5,重点方向,中,0,9,言行一致
良信股份,002706,2024.0,0,,,134,883,行动先行
良品铺子,603719,2024.0,0,,,12,59,行动先行
艾为电子,688798,2024.0,0,,,4,961,行动先行
艾力斯,688578,2024.0,0,未提及,无,0,77,行动先行
艾华集团,603989,2024.0,0,,,0,200,行动先行
艾可蓝,300816,2024.0,3,重点方向,中,0,50,言行一致
艾布鲁,301259,2024.0,13,初步探索,低,0,77,言行一致
艾德生物,300685,2024.0,0,,无,5,66,行动先行
艾森股份,688720,2024.0,0,,,3,112,行动先行
艾比森,300389,2024.0,4,重点方向,中,19,260,言行一致
艾罗能源,688717,2024.0,0,未提及,无,16,155,行动先行
艾能聚,920770,2024.0,0,未提及,无,0,31,行动先行
艾融软件,920799,2024.0,0,,,111,80,行动先行
艾迪精密,603638,2024.0,1,初步探索,低,9,36,言行一致
艾迪药业,688488,2024.0,0,,无,0,14,行动先行
艾隆科技,688329,2024.0,7,重点方向,中,0,404,言行一致
节能国祯,300388,2024.0,0,,,2,1082,行动先行
节能环境,300140,2024.0,0,,,0,16,行动先行
节能铁汉,300197,2024.0,1,未提及,低,11,127,言行一致
节能风电,601016,2024.0,3,重点方向,中,2,70,言行一致
芒果超媒,300413,2024.0,0,,,37,1,行动先行
芭田股份,002170,2024.0,2,核心战略,中,13,627,言行一致
芭薇股份,920123,2024.0,1,重点方向,中,2,128,言行一致
芯动联科,688582,2024.0,0,未提及,无,0,38,行动先行
芯原股份,688521,2024.0,0,,,22,0,行动先行
芯导科技,688230,2024.0,0,,,0,72,行动先行
芯朋微,688508,2024.0,0,,,1,77,行动先行
芯海科技,688595,2024.0,0,,,8,0,行动先行
芯源微,688037,2024.0,3,未提及,无,4,365,言行一致
芯瑞达,002983,2024.0,3,未提及,低,2,142,言行一致
芯碁微装,688630,2024.0,0,,,7,209,行动先行
芯联集成,688469,2024.0,0,,,31,232,行动先行
芯能科技,603105,2024.0,0,初步探索,低,0,71,行动先行
花园生物,300401,2024.0,0,,无,0,24,行动先行
花溪科技,920895,2024.0,1,初步探索,低,0,13,言行一致
芳源股份,688148,2024.0,1,初步探索,低,1,40,言行一致
苏交科,300284,2024.0,1,初步探索,低,50,716,言行一致
苏农银行,603323,2024.0,5,重点方向,高,3,25,言行一致
苏利股份,603585,2024.0,0,未提及,无,0,6,行动先行
苏博特,603916,2024.0,0,,无,1,1138,行动先行
苏大维格,300331,2024.0,0,,,5,397,行动先行
苏奥传感,300507,2024.0,1,核心战略,高,2,50,言行一致
苏宁环球,000718,2024.0,0,,无,0,0,未涉及AI
苏州固锝,002079,2024.0,0,,,3,65,行动先行
苏州天脉,301626,2024.0,8,未明确提及公司AI战略，仅描述行业趋势,低,4,0,言行一致
苏州科达,603660,2024.0,20,核心战略,高,64,0,言行一致
苏州规划,301505,2024.0,0,,,4,43,行动先行
苏州银行,002966,2024.0,6,重点方向,中,1,1,言行一致
苏州高新,600736,2024.0,0,,,1,0,行动先行
苏州龙杰,603332,2024.0,0,未提及,无,0,128,行动先行
苏常柴,000570,2024.0,0,,,0,47,行动先行
苏文电能,300982,2024.0,2,重点方向,中,7,29,言行一致
苏泊尔,002032,2024.0,0,,无,8,101,行动先行
苏盐井神,603299,2024.0,0,,无,0,139,行动先行
苏美达,600710,2024.0,3,重点方向,低,3,517,言行一致
苏能股份,600925,2024.0,0,,,0,40,行动先行
苏试试验,300416,2024.0,0,,,0,168,行动先行
苏豪弘业,600128,2024.0,0,,,1,0,行动先行
江苏舜天,600287,2024.0,0,未提及,无,1,3,行动先行
汇鸿集团,600981,2024.0,1,重点方向,低,0,0,表态超前
苏轴股份,920418,2024.0,0,未提及,无,0,39,行动先行
苑东生物,688513,2024.0,0,,,0,0,未涉及AI
若羽臣,003010,2024.0,3,核心战略,高,12,13,言行一致
英力特,000635,2024.0,0,未提及,无,0,32,行动先行
英力股份,300956,2024.0,0,,,0,70,行动先行
英华特,301272,2024.0,0,,,1,44,行动先行
英可瑞,300713,2024.0,0,,无,0,34,行动先行
英唐智控,300131,2024.0,0,,,9,34,行动先行
英威腾,002334,2024.0,0,,,20,517,行动先行
英思特,301622,2024.0,3,初步探索,低,1,0,言行一致
英搏尔,300681,2024.0,0,,,7,99,行动先行
英方软件,688435,2024.0,7,初步探索,低,48,0,言行一致
英杰电气,300820,2024.0,0,未提及,低,0,102,行动先行
英洛华,000795,2024.0,0,,,2,0,行动先行
英派斯,002899,2024.0,1,初步探索,低,0,73,言行一致
英特科技,301399,2024.0,0,,,0,37,行动先行
英特集团,000411,2024.0,0,,,6,0,行动先行
英科再生,688087,2024.0,0,未提及,低,8,33,行动先行
英科医疗,300677,2024.0,0,,,8,16,行动先行
英维克,002837,2024.0,1,未提及,低,23,470,言行一致
英联股份,002846,2024.0,0,,无,1,2,行动先行
英诺激光,301021,2024.0,0,,,3,167,行动先行
英诺特,688253,2024.0,0,,,1,36,行动先行
英集芯,688209,2024.0,9,重点方向,中,2,241,言行一致
英飞特,300582,2024.0,0,,,1,0,行动先行
茂业商业,600828,2024.0,0,,,1,0,行动先行
茂化实华,000637,2024.0,0,,无,0,1,行动先行
茂硕电源,002660,2024.0,0,,,3,121,行动先行
茂莱光学,688502,2024.0,0,,,6,37,行动先行
茶花股份,603615,2024.0,0,,无,0,3,行动先行
荃银高科,300087,2024.0,0,,无,0,52,行动先行
荣丰控股,000668,2024.0,0,,无,0,0,未涉及AI
荣亿精密,920223,2024.0,0,,,0,40,行动先行
荣信文化,301231,2024.0,0,,,3,1,行动先行
荣安地产,000517,2024.0,0,,无,0,0,未涉及AI
荣旗科技,301360,2024.0,0,,,0,0,未涉及AI
荣昌生物,688331,2024.0,0,,无,1,0,行动先行
荣晟环保,603165,2024.0,0,,,0,74,行动先行
荣泰健康,603579,2024.0,0,,,9,209,行动先行
荣盛发展,002146,2024.0,0,,无,0,0,未涉及AI
荣盛石化,002493,2024.0,0,,无,0,38,行动先行
荣科科技,300290,2024.0,20,核心战略,高,37,35,言行一致
荣联科技,002642,2024.0,30,核心战略,高,284,89,言行一致
药康生物,688046,2024.0,3,初步探索,低,3,63,言行一致
药明康德,603259,2024.0,0,,无,0,1,行动先行
药易购,300937,2024.0,7,核心战略,中,9,12,言行一致
药石科技,300725,2024.0,12,核心战略,高,20,124,言行一致
莎普爱思,603168,2024.0,6,初步探索,低,0,0,表态超前
莱伯泰科,688056,2024.0,1,初步探索,低,0,66,言行一致
莱克电气,603355,2024.0,0,,,0,687,行动先行
莱宝高科,002106,2024.0,0,,,0,295,行动先行
莱尔科技,688683,2024.0,0,,,1,97,行动先行
莱斯信息,688631,2024.0,0,,,37,311,行动先行
莱特光电,688150,2024.0,0,,,0,491,行动先行
莱绅通灵,603900,2024.0,0,,,2,3,行动先行
莱美药业,300006,2024.0,2,未提及,低,0,106,言行一致
莱茵生物,002166,2024.0,0,,,0,177,行动先行
莱赛激光,920363,2024.0,2,初步探索,低,3,37,言行一致
莲花控股,600186,2024.0,0,,,5,3,行动先行
菜百股份,605599,2024.0,0,未提及,无,0,0,未涉及AI
菱电电控,688667,2024.0,0,,,4,44,行动先行
菲利华,300395,2024.0,2,未提及,无,2,52,言行一致
菲林格尔,603226,2024.0,1,未提及,无,0,39,言行一致
菲沃泰,688371,2024.0,0,,,13,182,行动先行
菲菱科思,301191,2024.0,35,初步探索,中,2,56,言行一致
菲达环保,600526,2024.0,0,,,1,394,行动先行
萤石网络,688475,2024.0,0,,,3,0,行动先行
葵花药业,002737,2024.0,0,,无,7,0,行动先行
蒙娜丽莎,002918,2024.0,0,未提及,无,7,405,行动先行
蒙泰高新,300876,2024.0,0,未提及,无,0,41,行动先行
蒙草生态,300355,2024.0,1,初步探索,低,15,0,言行一致
蓝丰生化,002513,2024.0,0,未提及,无,0,56,行动先行
蓝天燃气,605368,2024.0,0,,无,0,0,未涉及AI
蓝宇股份,301585,2024.0,0,,无,0,0,未涉及AI
蓝帆医疗,002382,2024.0,0,,,2,25,行动先行
蓝思科技,300433,2024.0,7,重点方向,中,83,141,言行一致
蓝晓科技,300487,2024.0,0,,无,0,100,行动先行
蓝海华腾,300484,2024.0,0,初步探索,低,0,55,行动先行
蓝焰控股,000968,2024.0,0,,无,0,0,未涉及AI
蓝特光学,688127,2024.0,0,,,0,31,行动先行
蓝盾光电,300862,2024.0,9,重点方向,中,14,96,言行一致
蓝箭电子,301348,2024.0,0,,,0,70,行动先行
蓝色光标,300058,2024.0,0,,,77,7,行动先行
蓝英装备,300293,2024.0,1,初步探索,低,9,8,言行一致
蓝黛科技,002765,2024.0,1,重点方向,低,2,50,言行一致
蔚蓝生物,603739,2024.0,2,初步探索,低,0,206,言行一致
蔚蓝锂芯,002245,2024.0,2,初步探索,低,0,14,言行一致
蕾奥规划,300989,2024.0,26,核心战略,高,4,33,言行一致
藏格矿业,000408,2024.0,2,未提及,低,1,0,言行一致
虹软科技,688088,2024.0,0,,,150,96,行动先行
蜀道装备,300540,2024.0,1,初步探索,低,0,64,言行一致
蜂助手,301382,2024.0,0,,,0,0,未涉及AI
融发核电,002366,2024.0,0,,无,0,3,行动先行
融捷健康,300247,2024.0,1,初步探索,低,0,18,言行一致
融捷股份,002192,2024.0,2,初步探索,低,0,0,表态超前
蠡湖股份,300694,2024.0,0,,,0,100,行动先行
行云科技,300209,2024.0,0,,无,26,41,行动先行
行动教育,605098,2024.0,4,重点方向,中,0,0,表态超前
衢州发展,600208,2024.0,0,,,1,0,行动先行
裕兴股份,300305,2024.0,1,初步探索,低,0,74,言行一致
裕同科技,002831,2024.0,0,,,24,191,行动先行
裕太微,688515公司简称：裕太微,2024.0,0,,,0,0,未涉及AI
襄阳轴承,000678,2024.0,0,未提及,无,0,92,行动先行
西上海,605151,2024.0,1,未提及,无,0,7,言行一致
西典新能,603312,2024.0,0,,无,1,10,行动先行
西力科技,688616,2024.0,0,,,0,73,行动先行
西南证券,600369,2024.0,1,初步探索,低,0,0,表态超前
西域旅游,300859,2024.0,0,,无,0,0,未涉及AI
西大门,605155,2024.0,1,初步探索,低,0,33,言行一致
西子洁能,002534,2024.0,0,,,1,165,行动先行
西宁特钢,600117,2024.0,0,,无,0,88,行动先行
西安银行,600928,2024.0,0,,,0,0,未涉及AI
西安饮食,000721,2024.0,1,未提及,低,0,0,表态超前
西山科技,688576,2024.0,0,未提及,无,12,238,行动先行
西昌电力,600505,2024.0,0,,无,0,0,未涉及AI
西测测试,301306,2024.0,0,,无,0,16,行动先行
西点药业,301130,2024.0,1,重点方向,中,0,18,言行一致
西磁科技,920061,2024.0,0,,,0,17,行动先行
西菱动力,300733,2024.0,0,,,0,16,行动先行
西藏城投,600773,2024.0,0,,无,0,0,未涉及AI
西藏天路,600326,2024.0,0,,,0,22,行动先行
西藏旅游,600749,2024.0,2,重点方向,中,1,0,言行一致
西藏珠峰,600338,2024.0,0,,无,0,0,未涉及AI
西藏矿业,000762,2024.0,0,,,0,96,行动先行
西藏药业,600211,2024.0,0,,,0,31,行动先行
西部创业,000557,2024.0,0,,无,0,0,未涉及AI
西部建设,002302,2024.0,0,,,1,1454,行动先行
西部材料,002149,2024.0,0,,,0,208,行动先行
西部牧业,300106,2024.0,0,,无,0,20,行动先行
西部证券,002673,2024.0,3,重点方向,中,11,17,言行一致
西部超导,688122,2024.0,0,,无,2,0,行动先行
西部黄金,601069,2024.0,0,,无,0,0,未涉及AI
西陇科学,002584,2024.0,0,,,10,70,行动先行
西高院,688334,2024.0,11,初步探索,中,0,0,表态超前
西麦食品,002956,2024.0,0,未提及,无,0,3,行动先行
观想科技,301213,2024.0,0,,,25,50,行动先行
视声智能,920976,2024.0,11,初步探索,中,47,12,言行一致
视源股份,002841,2024.0,0,,,365,3827,行动先行
视觉中国,000681,2024.0,25,核心战略,高,21,0,言行一致
誉衡药业,002437,2024.0,0,,无,3,30,行动先行
誉辰智能,688638,2024.0,0,,,0,114,行动先行
许昌智能,920496,2024.0,3,重点方向,高,1,37,言行一致
许继电气,000400,2024.0,3,重点方向,中,0,2388,言行一致
设研院,300732,2024.0,4,重点方向,中,4,80,言行一致
设计总院,603357,2024.0,0,,,0,419,行动先行
证通电子,002197,2024.0,30,重点方向,中,55,166,言行一致
诚志股份,000990,2024.0,0,,无,0,0,未涉及AI
诚意药业,603811,2024.0,0,,,0,43,行动先行
诚达药业,301201,2024.0,0,,,0,64,行动先行
诚迈科技,300598,2024.0,12,重点方向,中,245,0,言行一致
诚邦股份,603316,2024.0,0,,,0,52,行动先行
诺力股份,603611,2024.0,0,,,10,176,行动先行
诺唯赞,688105,2024.0,8,重点方向,中,3,0,言行一致
诺德股份,600110,2024.0,1,重点方向,低,0,28,言行一致
诺思兰德,920047,2024.0,0,,无,0,28,行动先行
诺思格,301333,2024.0,0,,无,0,0,未涉及AI
诺普信,002215,2024.0,6,初步探索,低,0,623,言行一致
诺瓦星云,301589,2024.0,0,,,9,1183,行动先行
诺禾致源,688315,2024.0,3,重点方向,中,98,96,言行一致
诺诚健华,688428,2024.0,1,重点方向,低,0,0,表态超前
诺邦股份,603238,2024.0,0,未提及,无,1,96,行动先行
读客文化,301025,2024.0,0,,无,3,0,行动先行
读者传媒,603999,2024.0,0,,,0,2,行动先行
谱尼测试,300887,2024.0,0,,,4,54,行动先行
豪声电子,920701,2024.0,0,,,3,18,行动先行
韦尔股份,603501,2024.0,5,重点方向,中,6,123,言行一致
豪尔赛,002963,2024.0,0,,,12,28,行动先行
